acc_SP,acc_EO,acc_EQO
0.8732868492603302,0.8556624233722687,0.8698244750499725
0.8919211328029633,0.8892041325569153,0.891993272304535
0.8938687145709991,0.8928107738494873,0.8938206255435943
0.8960326969623565,0.8949988007545471,0.8942053437232971
0.8966818988323212,0.8954796731472016,0.8958403468132019
0.8956239402294159,0.895046877861023,0.896489542722702
0.8937965869903565,0.8941572487354279,0.8959846138954163
0.8955518126487731,0.8942293882369995,0.8946862339973449
0.8955277621746063,0.8938687205314636,0.8967780828475952
0.8948304951190948,0.8935801982879639,0.8955999076366424
0.8939168155193329,0.8937244474887848,0.8956720352172851
0.8945179224014282,0.8939648985862731,0.8946381390094758
0.8943976879119873,0.8935801804065704,0.8948785781860351
0.8924982011318207,0.8939168095588684,0.8945179045200348
0.8929309904575348,0.8928588628768921,0.8943255603313446
0.8932435631752014,0.8928588628768921,0.893796581029892
0.8924501001834869,0.8929069399833679,0.8933637857437133
0.8925703346729279,0.8917768716812133,0.8928348124027252
0.8928107738494873,0.8913200199604034,0.8925703287124633
0.8920413613319397,0.8901178121566773,0.8920894503593445
0.8927386403083801,0.8881942808628083,0.8915364265441894
0.8926184177398682,0.8873767733573914,0.8926905512809753
0.8929310023784638,0.8878817021846771,0.8929790794849396
0.8923298954963684,0.8882664203643799,0.8934118747711182
0.8910315096378326,0.8895888507366181,0.8910795867443084
0.892305850982666,0.8907670080661774,0.8889155983924866
0.8926665127277374,0.8914402544498443,0.8895407497882843
0.8931714296340942,0.8906467854976654,0.886198616027832
0.89208944439888,0.8906948804855347,0.8840586721897126
0.8918970882892608,0.8907189309597016,0.886775666475296
0.8908872365951538,0.889156049489975,0.887352728843689
0.8907189249992371,0.8890839219093323,0.8876412570476532
0.8888434708118439,0.8884587526321411,0.8852368354797363
0.8842510282993317,0.8871363341808319,0.8846116781234741
0.8905506193637848,0.8870401501655578,0.8887953877449035
0.8882904648780823,0.8888675212860108,0.8889877438545227
0.8900216400623322,0.8894205391407013,0.8782399594783783
0.8917528212070465,0.8904544353485108,0.8890598773956299
0.8872806012630463,0.8911757647991181,0.8855253636837006
0.8907910645008087,0.8886511147022247,0.8853570580482483
0.8919932663440704,0.8906467914581299,0.8899495005607605
0.8894445836544037,0.8883385539054871,0.8907670140266418
0.8925222396850586,0.8875450849533081,0.8812935769557952
0.8911276817321777,0.8880981028079986,0.8848521292209626
0.8881702423095703,0.8895647883415222,0.8908631920814514
0.8884106755256653,0.8825679302215577,0.8720365464687347
0.8906468033790589,0.8782880485057831,0.8624428927898407
0.8858138918876648,0.8730223536491394,0.8751382529735565
0.8857177138328552,0.8546285212039948,0.8729742705821991
0.8702091872692108,0.8525607049465179,0.8911276876926422
